日付,チャネル,SKU,商品名,カテゴリ,数量,単価,売上
2025-10-16,Amazon,FOO-001,シングルオリジンコーヒー豆 200g,食品,1,1980,1980
2025-10-16,Shopify,FOO-004,ドライフルーツミックス 150g,食品,1,1280,1280
2025-10-16,Shopify,APP-004,デニムワイドパンツ,アパレル,2,7980,15960
2025-10-16,Shopify,APP-005,ウールニットカーディガン,アパレル,2,8980,17960
2025-10-16,楽天,FOO-005,クラフトチョコレート 4種セット,食品,1,3680,3680
2025-10-16,Shopify,ZAK-004,アロマキャンドル ラベンダー,雑貨,1,1980,1980
2025-10-16,楽天,FOO-006,オリーブオイル EXV 250ml,食品,1,2980,2980
2025-10-16,楽天,FOO-001,シングルオリジンコーヒー豆 200g,食品,2,1980,3960
2025-10-17,Shopify,APP-002,オーガニックコットンTシャツ ネイビー,アパレル,2,2980,5960
2025-10-17,Amazon,FOO-002,国産はちみつ 250g,食品,1,2232,2232
2025-10-17,Amazon,ZAK-004,アロマキャンドル ラベンダー,雑貨,1,1980,1980
2025-10-17,Amazon,APP-001,オーガニックコットンTシャツ ホワイト,アパレル,2,2980,5960
2025-10-17,Amazon,APP-005,ウールニットカーディガン,アパレル,2,8980,17960
2025-10-17,楽天,ZAK-007,リネンキッチンクロス 3枚組,雑貨,1,1680,1680
2025-10-17,Shopify,FOO-006,オリーブオイル EXV 250ml,食品,1,2980,2980
2025-10-17,楽天,ZAK-003,陶器マグカップ 2個セット,雑貨,1,2480,2480
2025-10-17,楽天,ZAK-005,木製カッティングボード,雑貨,2,3980,7960
2025-10-17,Amazon,APP-001,オーガニックコットンTシャツ ホワイト,アパレル,1,2980,2980
2025-10-17,楽天,ZAK-003,陶器マグカップ 2個セット,雑貨,1,2480,2480
2025-10-17,Shopify,ZAK-002,本革ミニ財布,雑貨,1,6800,6800
2025-10-17,Amazon,FOO-004,ドライフルーツミックス 150g,食品,1,1280,1280
2025-10-17,Amazon,ZAK-003,陶器マグカップ 2個セット,雑貨,1,2480,2480
2025-10-17,Amazon,ZAK-002,本革ミニ財布,雑貨,2,6800,13600
2025-10-17,Shopify,FOO-006,オリーブオイル EXV 250ml,食品,1,2980,2980
2025-10-17,Amazon,ZAK-002,本革ミニ財布,雑貨,1,6800,6800
2025-10-18,Shopify,ZAK-005,木製カッティングボード,雑貨,1,3582,3582
2025-10-18,楽天,FOO-005,クラフトチョコレート 4種セット,食品,2,3680,7360
2025-10-18,Amazon,APP-004,デニムワイドパンツ,アパレル,1,7980,7980
2025-10-18,楽天,APP-003,リネンシャツ Mサイズ,アパレル,1,5980,5980
2025-10-18,Shopify,ZAK-004,アロマキャンドル ラベンダー,雑貨,1,1683,1683
2025-10-18,Amazon,ZAK-005,木製カッティングボード,雑貨,2,3980,7960
2025-10-18,楽天,APP-005,ウールニットカーディガン,アパレル,2,8082,16164
2025-10-18,楽天,APP-004,デニムワイドパンツ,アパレル,1,7980,7980
2025-10-18,楽天,ZAK-005,木製カッティングボード,雑貨,1,3980,3980
2025-10-18,楽天,APP-001,オーガニックコットンTシャツ ホワイト,アパレル,1,2980,2980
2025-10-18,Shopify,FOO-005,クラフトチョコレート 4種セット,食品,2,3680,7360
2025-10-18,楽天,FOO-003,有機紅茶アソート 20袋,食品,1,1680,1680
2025-10-18,Shopify,APP-003,リネンシャツ Mサイズ,アパレル,1,5980,5980
2025-10-18,楽天,FOO-006,オリーブオイル EXV 250ml,食品,2,2980,5960
2025-10-19,Amazon,APP-001,オーガニックコットンTシャツ ホワイト,アパレル,1,2980,2980
2025-10-19,Amazon,ZAK-002,本革ミニ財布,雑貨,1,6800,6800
2025-10-19,Shopify,FOO-003,有機紅茶アソート 20袋,食品,1,1680,1680
2025-10-19,Amazon,ZAK-006,ステンレスタンブラー 350ml,雑貨,1,2280,2280
2025-10-19,Shopify,ZAK-007,リネンキッチンクロス 3枚組,雑貨,2,1680,3360
2025-10-19,楽天,ZAK-004,アロマキャンドル ラベンダー,雑貨,2,1683,3366
2025-10-19,Shopify,APP-004,デニムワイドパンツ,アパレル,1,7980,7980
2025-10-19,楽天,FOO-003,有機紅茶アソート 20袋,食品,2,1680,3360
2025-10-19,Shopify,ZAK-002,本革ミニ財布,雑貨,1,6800,6800
2025-10-19,Shopify,FOO-005,クラフトチョコレート 4種セット,食品,1,3312,3312
2025-10-19,Shopify,APP-002,オーガニックコットンTシャツ ネイビー,アパレル,1,2980,2980
2025-10-19,Amazon,FOO-002,国産はちみつ 250g,食品,1,2108,2108
2025-10-19,Amazon,APP-001,オーガニックコットンTシャツ ホワイト,アパレル,2,2980,5960
2025-10-20,楽天,APP-005,ウールニットカーディガン,アパレル,1,8980,8980
2025-10-20,Shopify,ZAK-003,陶器マグカップ 2個セット,雑貨,1,2480,2480
2025-10-20,楽天,FOO-001,シングルオリジンコーヒー豆 200g,食品,1,1683,1683
2025-10-20,Shopify,ZAK-007,リネンキッチンクロス 3枚組,雑貨,1,1680,1680
2025-10-20,楽天,APP-002,オーガニックコットンTシャツ ネイビー,アパレル,1,2980,2980
2025-10-20,Shopify,ZAK-002,本革ミニ財布,雑貨,1,6800,6800
2025-10-20,楽天,FOO-001,シングルオリジンコーヒー豆 200g,食品,2,1980,3960
2025-10-20,Shopify,APP-002,オーガニックコットンTシャツ ネイビー,アパレル,1,2980,2980
2025-10-20,Shopify,APP-002,オーガニックコットンTシャツ ネイビー,アパレル,2,2533,5066
2025-10-20,楽天,ZAK-005,木製カッティングボード,雑貨,2,3980,7960
2025-10-20,Shopify,APP-002,オーガニックコットンTシャツ ネイビー,アパレル,2,2980,5960
2025-10-20,楽天,APP-003,リネンシャツ Mサイズ,アパレル,1,5980,5980
2025-10-20,Shopify,ZAK-005,木製カッティングボード,雑貨,1,3980,3980
2025-10-20,Shopify,ZAK-006,ステンレスタンブラー 350ml,雑貨,1,2280,2280
2025-10-20,Amazon,FOO-005,クラフトチョコレート 4種セット,食品,2,3680,7360
2025-10-21,Amazon,APP-001,オーガニックコットンTシャツ ホワイト,アパレル,1,2980,2980
2025-10-21,楽天,FOO-002,国産はちみつ 250g,食品,1,2480,2480
2025-10-21,Shopify,FOO-007,国産味噌 500g,食品,2,1480,2960
2025-10-21,Amazon,APP-005,ウールニットカーディガン,アパレル,1,8980,8980
2025-10-21,楽天,ZAK-007,リネンキッチンクロス 3枚組,雑貨,1,1680,1680
2025-10-21,Amazon,ZAK-004,アロマキャンドル ラベンダー,雑貨,1,1782,1782
2025-10-21,Shopify,ZAK-004,アロマキャンドル ラベンダー,雑貨,2,1980,3960
2025-10-21,Amazon,APP-005,ウールニットカーディガン,アパレル,1,8082,8082
2025-10-22,楽天,FOO-007,国産味噌 500g,食品,1,1258,1258
2025-10-22,Shopify,APP-001,オーガニックコットンTシャツ ホワイト,アパレル,2,2980,5960
2025-10-22,Shopify,ZAK-002,本革ミニ財布,雑貨,1,6800,6800
2025-10-22,楽天,ZAK-007,リネンキッチンクロス 3枚組,雑貨,1,1680,1680
2025-10-22,Amazon,FOO-002,国産はちみつ 250g,食品,1,2480,2480
2025-10-22,Shopify,FOO-002,国産はちみつ 250g,食品,1,2480,2480
2025-10-22,Shopify,ZAK-003,陶器マグカップ 2個セット,雑貨,1,2232,2232
2025-10-22,Amazon,FOO-006,オリーブオイル EXV 250ml,食品,3,2980,8940
2025-10-22,楽天,ZAK-003,陶器マグカップ 2個セット,雑貨,1,2108,2108
2025-10-22,Shopify,ZAK-001,帆布トートバッグ Mサイズ,雑貨,2,3480,6960
2025-10-22,楽天,FOO-006,オリーブオイル EXV 250ml,食品,1,2682,2682
2025-10-22,Shopify,APP-002,オーガニックコットンTシャツ ネイビー,アパレル,1,2980,2980
2025-10-22,Shopify,FOO-003,有機紅茶アソート 20袋,食品,1,1680,1680
2025-10-22,Shopify,FOO-007,国産味噌 500g,食品,1,1480,1480
2025-10-22,楽天,ZAK-007,リネンキッチンクロス 3枚組,雑貨,1,1680,1680
2025-10-23,楽天,FOO-005,クラフトチョコレート 4種セット,食品,1,3680,3680
2025-10-23,Amazon,ZAK-005,木製カッティングボード,雑貨,1,3980,3980
2025-10-23,楽天,ZAK-002,本革ミニ財布,雑貨,2,6800,13600
2025-10-23,Shopify,FOO-007,国産味噌 500g,食品,1,1480,1480
2025-10-23,Shopify,ZAK-006,ステンレスタンブラー 350ml,雑貨,1,2280,2280
2025-10-23,Amazon,FOO-004,ドライフルーツミックス 150g,食品,2,1280,2560
2025-10-23,Shopify,ZAK-004,アロマキャンドル ラベンダー,雑貨,1,1980,1980
2025-10-23,Shopify,APP-003,リネンシャツ Mサイズ,アパレル,1,5382,5382
2025-10-23,Amazon,APP-001,オーガニックコットンTシャツ ホワイト,アパレル,3,2533,7599
2025-10-23,楽天,FOO-001,シングルオリジンコーヒー豆 200g,食品,1,1980,1980
2025-10-23,Shopify,ZAK-006,ステンレスタンブラー 350ml,雑貨,1,2280,2280
2025-10-23,Shopify,APP-003,リネンシャツ Mサイズ,アパレル,1,5980,5980
2025-10-24,楽天,ZAK-001,帆布トートバッグ Mサイズ,雑貨,1,3480,3480
2025-10-24,Shopify,ZAK-004,アロマキャンドル ラベンダー,雑貨,2,1980,3960
2025-10-24,Shopify,FOO-003,有機紅茶アソート 20袋,食品,1,1680,1680
2025-10-24,楽天,APP-003,リネンシャツ Mサイズ,アパレル,1,5980,5980
2025-10-24,Shopify,FOO-006,オリーブオイル EXV 250ml,食品,2,2980,5960
2025-10-24,Amazon,FOO-007,国産味噌 500g,食品,1,1480,1480
2025-10-24,楽天,FOO-003,有機紅茶アソート 20袋,食品,1,1680,1680
2025-10-24,楽天,FOO-008,燻製ナッツアソート 200g,食品,2,1880,3760
2025-10-24,Amazon,ZAK-004,アロマキャンドル ラベンダー,雑貨,1,1980,1980
2025-10-24,楽天,APP-003,リネンシャツ Mサイズ,アパレル,1,5980,5980
2025-10-24,Amazon,FOO-002,国産はちみつ 250g,食品,1,2480,2480
2025-10-24,Shopify,FOO-005,クラフトチョコレート 4種セット,食品,1,3680,3680
2025-10-24,楽天,ZAK-006,ステンレスタンブラー 350ml,雑貨,1,2280,2280
2025-10-24,Shopify,APP-004,デニムワイドパンツ,アパレル,2,7182,14364
2025-10-25,楽天,FOO-001,シングルオリジンコーヒー豆 200g,食品,2,1980,3960
2025-10-25,楽天,APP-004,デニムワイドパンツ,アパレル,1,7980,7980
2025-10-25,Shopify,FOO-004,ドライフルーツミックス 150g,食品,1,1280,1280
2025-10-25,Shopify,FOO-002,国産はちみつ 250g,食品,2,2480,4960
2025-10-25,Amazon,ZAK-002,本革ミニ財布,雑貨,1,6800,6800
2025-10-25,Shopify,APP-002,オーガニックコットンTシャツ ネイビー,アパレル,2,2980,5960
2025-10-25,Shopify,ZAK-005,木製カッティングボード,雑貨,1,3980,3980
2025-10-25,Shopify,ZAK-004,アロマキャンドル ラベンダー,雑貨,1,1683,1683
2025-10-25,Amazon,APP-002,オーガニックコットンTシャツ ネイビー,アパレル,1,2980,2980
2025-10-25,楽天,ZAK-006,ステンレスタンブラー 350ml,雑貨,2,2280,4560
2025-10-25,Shopify,ZAK-005,木製カッティングボード,雑貨,2,3980,7960
2025-10-25,Amazon,APP-004,デニムワイドパンツ,アパレル,1,7980,7980
2025-10-25,Amazon,ZAK-006,ステンレスタンブラー 350ml,雑貨,2,2280,4560
2025-10-25,楽天,ZAK-003,陶器マグカップ 2個セット,雑貨,1,2480,2480
2025-10-26,楽天,ZAK-007,リネンキッチンクロス 3枚組,雑貨,1,1680,1680
2025-10-26,Shopify,FOO-008,燻製ナッツアソート 200g,食品,1,1880,1880
2025-10-26,Shopify,ZAK-006,ステンレスタンブラー 350ml,雑貨,1,2280,2280
2025-10-26,Shopify,FOO-003,有機紅茶アソート 20袋,食品,1,1680,1680
2025-10-26,Amazon,ZAK-004,アロマキャンドル ラベンダー,雑貨,2,1980,3960
2025-10-26,Amazon,ZAK-006,ステンレスタンブラー 350ml,雑貨,1,2052,2052
2025-10-26,Shopify,FOO-008,燻製ナッツアソート 200g,食品,1,1880,1880
2025-10-26,Shopify,FOO-007,国産味噌 500g,食品,1,1332,1332
2025-10-26,Shopify,FOO-005,クラフトチョコレート 4種セット,食品,1,3680,3680
2025-10-26,Shopify,ZAK-004,アロマキャンドル ラベンダー,雑貨,1,1980,1980
2025-10-26,Amazon,FOO-005,クラフトチョコレート 4種セット,食品,2,3680,7360
2025-10-26,Shopify,APP-005,ウールニットカーディガン,アパレル,2,7633,15266
2025-10-26,楽天,ZAK-007,リネンキッチンクロス 3枚組,雑貨,1,1680,1680
2025-10-26,楽天,APP-004,デニムワイドパンツ,アパレル,1,7980,7980
2025-10-26,楽天,FOO-001,シングルオリジンコーヒー豆 200g,食品,1,1980,1980
2025-10-26,楽天,ZAK-003,陶器マグカップ 2個セット,雑貨,1,2480,2480
2025-10-26,Amazon,ZAK-005,木製カッティングボード,雑貨,2,3980,7960
2025-10-26,Shopify,FOO-008,燻製ナッツアソート 200g,食品,1,1880,1880
2025-10-27,楽天,FOO-003,有機紅茶アソート 20袋,食品,1,1680,1680
2025-10-27,Shopify,ZAK-005,木製カッティングボード,雑貨,1,3980,3980
2025-10-27,楽天,FOO-003,有機紅茶アソート 20袋,食品,1,1512,1512
2025-10-27,Amazon,FOO-005,クラフトチョコレート 4種セット,食品,1,3680,3680
2025-10-27,楽天,FOO-002,国産はちみつ 250g,食品,1,2480,2480
2025-10-27,Amazon,ZAK-006,ステンレスタンブラー 350ml,雑貨,1,1938,1938
2025-10-27,Shopify,APP-002,オーガニックコットンTシャツ ネイビー,アパレル,1,2980,2980
2025-10-27,Shopify,ZAK-004,アロマキャンドル ラベンダー,雑貨,3,1980,5940
2025-10-27,Shopify,FOO-008,燻製ナッツアソート 200g,食品,1,1598,1598
2025-10-27,Amazon,APP-004,デニムワイドパンツ,アパレル,1,7980,7980
2025-10-27,Amazon,APP-002,オーガニックコットンTシャツ ネイビー,アパレル,1,2980,2980
2025-10-27,Amazon,ZAK-004,アロマキャンドル ラベンダー,雑貨,2,1782,3564
2025-10-28,Shopify,ZAK-002,本革ミニ財布,雑貨,1,5780,5780
2025-10-28,Shopify,ZAK-002,本革ミニ財布,雑貨,1,6800,6800
2025-10-28,Amazon,FOO-004,ドライフルーツミックス 150g,食品,1,1280,1280
2025-10-28,Shopify,FOO-007,国産味噌 500g,食品,1,1480,1480
2025-10-28,Shopify,FOO-002,国産はちみつ 250g,食品,1,2480,2480
2025-10-28,楽天,FOO-008,燻製ナッツアソート 200g,食品,1,1880,1880
2025-10-28,楽天,FOO-007,国産味噌 500g,食品,1,1480,1480
2025-10-28,楽天,APP-002,オーガニックコットンTシャツ ネイビー,アパレル,1,2980,2980
2025-10-28,Shopify,FOO-008,燻製ナッツアソート 200g,食品,1,1880,1880
2025-10-28,楽天,ZAK-005,木製カッティングボード,雑貨,2,3980,7960
2025-10-28,Amazon,APP-002,オーガニックコットンTシャツ ネイビー,アパレル,2,2980,5960
2025-10-28,楽天,ZAK-002,本革ミニ財布,雑貨,2,6800,13600
2025-10-28,楽天,FOO-004,ドライフルーツミックス 150g,食品,2,1280,2560
2025-10-28,Shopify,FOO-001,シングルオリジンコーヒー豆 200g,食品,1,1782,1782
2025-10-29,Amazon,FOO-007,国産味噌 500g,食品,2,1480,2960
2025-10-29,Shopify,FOO-007,国産味噌 500g,食品,1,1480,1480
2025-10-29,Shopify,FOO-001,シングルオリジンコーヒー豆 200g,食品,1,1980,1980
2025-10-29,Amazon,FOO-003,有機紅茶アソート 20袋,食品,1,1512,1512
2025-10-29,楽天,FOO-006,オリーブオイル EXV 250ml,食品,1,2980,2980
2025-10-29,Shopify,APP-004,デニムワイドパンツ,アパレル,1,7980,7980
2025-10-29,Shopify,ZAK-003,陶器マグカップ 2個セット,雑貨,2,2108,4216
2025-10-29,Shopify,FOO-003,有機紅茶アソート 20袋,食品,1,1680,1680
2025-10-29,Amazon,FOO-005,クラフトチョコレート 4種セット,食品,1,3680,3680
2025-10-29,Amazon,ZAK-004,アロマキャンドル ラベンダー,雑貨,2,1980,3960
2025-10-29,Shopify,FOO-005,クラフトチョコレート 4種セット,食品,2,3680,7360
2025-10-30,楽天,FOO-008,燻製ナッツアソート 200g,食品,1,1880,1880
2025-10-30,Shopify,APP-002,オーガニックコットンTシャツ ネイビー,アパレル,2,2980,5960
2025-10-30,Shopify,ZAK-005,木製カッティングボード,雑貨,2,3980,7960
2025-10-30,Amazon,FOO-008,燻製ナッツアソート 200g,食品,2,1880,3760
2025-10-30,Amazon,ZAK-007,リネンキッチンクロス 3枚組,雑貨,1,1680,1680
2025-10-30,Amazon,ZAK-003,陶器マグカップ 2個セット,雑貨,2,2480,4960
2025-10-30,Shopify,FOO-008,燻製ナッツアソート 200g,食品,1,1880,1880
2025-10-30,楽天,ZAK-005,木製カッティングボード,雑貨,1,3980,3980
2025-10-30,Amazon,ZAK-006,ステンレスタンブラー 350ml,雑貨,1,1938,1938
2025-10-30,Shopify,FOO-001,シングルオリジンコーヒー豆 200g,食品,1,1980,1980
2025-10-30,楽天,APP-001,オーガニックコットンTシャツ ホワイト,アパレル,1,2980,2980
2025-10-30,Shopify,APP-004,デニムワイドパンツ,アパレル,2,7980,15960
2025-10-30,Amazon,FOO-004,ドライフルーツミックス 150g,食品,2,1280,2560
2025-10-30,Amazon,FOO-004,ドライフルーツミックス 150g,食品,1,1280,1280
2025-10-30,楽天,ZAK-007,リネンキッチンクロス 3枚組,雑貨,1,1680,1680
2025-10-30,Shopify,FOO-001,シングルオリジンコーヒー豆 200g,食品,1,1980,1980
2025-10-30,楽天,APP-005,ウールニットカーディガン,アパレル,1,8980,8980
2025-10-30,Amazon,FOO-001,シングルオリジンコーヒー豆 200g,食品,1,1980,1980
2025-10-30,楽天,FOO-007,国産味噌 500g,食品,1,1480,1480
2025-10-30,Amazon,FOO-007,国産味噌 500g,食品,1,1258,1258
2025-10-31,Shopify,ZAK-001,帆布トートバッグ Mサイズ,雑貨,1,3480,3480
2025-10-31,楽天,APP-005,ウールニットカーディガン,アパレル,1,7633,7633
2025-10-31,Amazon,APP-001,オーガニックコットンTシャツ ホワイト,アパレル,3,2980,8940
2025-10-31,Amazon,FOO-007,国産味噌 500g,食品,1,1480,1480
2025-10-31,Shopify,FOO-008,燻製ナッツアソート 200g,食品,1,1880,1880
2025-10-31,楽天,ZAK-006,ステンレスタンブラー 350ml,雑貨,1,2280,2280
2025-10-31,楽天,APP-003,リネンシャツ Mサイズ,アパレル,1,5980,5980
2025-10-31,楽天,FOO-001,シングルオリジンコーヒー豆 200g,食品,1,1980,1980
2025-10-31,楽天,FOO-008,燻製ナッツアソート 200g,食品,1,1598,1598
2025-10-31,楽天,FOO-008,燻製ナッツアソート 200g,食品,2,1880,3760
2025-10-31,Amazon,FOO-007,国産味噌 500g,食品,1,1480,1480
2025-11-01,楽天,ZAK-002,本革ミニ財布,雑貨,1,6800,6800
2025-11-01,Shopify,FOO-002,国産はちみつ 250g,食品,1,2480,2480
2025-11-01,Amazon,APP-003,リネンシャツ Mサイズ,アパレル,1,5980,5980
2025-11-01,楽天,APP-003,リネンシャツ Mサイズ,アパレル,2,5980,11960
2025-11-01,Amazon,FOO-003,有機紅茶アソート 20袋,食品,2,1680,3360
2025-11-01,Shopify,APP-002,オーガニックコットンTシャツ ネイビー,アパレル,1,2980,2980
2025-11-01,楽天,FOO-001,シングルオリジンコーヒー豆 200g,食品,1,1980,1980
2025-11-01,楽天,APP-003,リネンシャツ Mサイズ,アパレル,1,5980,5980
2025-11-01,Amazon,ZAK-002,本革ミニ財布,雑貨,1,6800,6800
2025-11-01,Amazon,APP-001,オーガニックコットンTシャツ ホワイト,アパレル,2,2980,5960
2025-11-01,楽天,FOO-003,有機紅茶アソート 20袋,食品,2,1428,2856
